user_id,age,gender,location,plan_type,monthly_fee_usd,data_usage_gb,call_minutes,sms_count,tenure_months,customer_support_calls,network_quality_score,payment_method,monthly_revenue,churned
20000060,30,Female,Rural,Postpaid Basic,23,13.357655858645266,519.3094236460507,11.331924371893606,25,2,3.1,Bank Transfer,31.19,False
20000061,33,Male,Urban,Prepaid,7,17.640156796939163,0.0,18.15743449117464,86,1,3.8,Bank Transfer,20.0,True
20000062,23,Male,Urban,Postpaid Premium,39,14.437519837070298,606.896420358903,54.11669562092949,48,4,4.9,Bank Transfer,47.95,False
20000063,23,Female,Urban,Postpaid Basic,11,13.80423327155739,524.474843740632,0.0,39,1,4.9,Bank Transfer,19.85,False
20000064,43,Female,Urban,Postpaid Premium,42,10.300429973075818,208.04707683390473,116.9376754249194,47,1,3.5,Bank Transfer,45.85,False
20000065,48,Male,Urban,Prepaid,5,11.941560027117248,408.6781655743619,67.66986945510229,94,1,3.6,E-wallet,9.56,False
20000066,34,Female,Urban,Postpaid Basic,16,16.247524503530794,300.6295453812653,99.08138388195489,21,0,4.6,E-wallet,26.88,False
20000067,45,Female,Urban,Prepaid,5,3.3361130126017517,545.9980736877367,0.0,30,1,2.0,E-wallet,6.26,False
20000068,38,Female,Urban,Family Plan,57,8.25280336391522,496.53662855398824,99.78260641421022,92,0,3.2,Bank Transfer,61.44,True
20000069,28,Male,Urban,Postpaid Basic,21,6.1371562562187965,19.985855363398173,139.25995644110995,31,1,4.8,Auto-debit,23.15,False
20000070,38,Female,Urban,Prepaid,8,11.895765593630621,417.45248269283536,0.0,116,1,4.5,Auto-debit,16.21,False
20000071,50,Female,Urban,Prepaid,7,16.151110878253938,258.8744292713505,80.85607179615067,26,3,3.9,Cash,11.3,True
20000072,34,Male,Urban,Prepaid,4,7.015128566394631,316.56651410361997,50.044397787491725,107,2,2.0,Bank Transfer,8.89,False
20000073,50,Male,Suburban,Postpaid Basic,10,0.0,154.3656198060369,0.0,22,0,3.5,E-wallet,10.0,False
20000074,15,Non-binary,Suburban,Prepaid,6,7.938896274877649,649.6274138241671,69.7153588740748,21,1,2.9,Cash,8.48,False
20000075,43,Male,Suburban,Postpaid Basic,20,14.567368660087034,508.0123639805152,83.34412819349393,1,2,3.8,Bank Transfer,27.65,True
20000076,35,Female,Suburban,Prepaid,9,12.688149514749398,152.04576720540655,25.954937893246125,37,2,2.7,E-wallet,13.69,True
20000077,32,Female,Urban,Postpaid Basic,19,12.14093123905288,33.0778786179535,96.63666081020892,77,6,2.5,E-wallet,23.78,False
20000078,35,Male,Suburban,Postpaid Premium,35,8.6000334906276,222.86547380443037,0.0,85,1,1.4,Bank Transfer,38.53,False
20000079,15,Female,Urban,Postpaid Premium,28,3.6048463189010684,386.9005292182611,0.0,46,2,4.7,E-wallet,28.86,False
20000080,32,Male,Urban,Postpaid Premium,42,12.576471608122336,348.0411687892446,55.4638958235501,9,4,3.1,Auto-debit,51.96,True
20000081,38,Female,Suburban,Prepaid,6,5.828590949826876,550.6265649536487,51.01541111889087,17,0,3.7,Bank Transfer,7.28,False
20000082,49,Male,Urban,Prepaid,3,20.920483666902282,457.9839444361704,21.337060463035794,47,0,3.5,E-wallet,15.5,False
20000083,29,Female,Suburban,Postpaid Basic,11,12.85253604177258,493.91380515058137,82.38377743887543,85,1,2.4,Cash,16.43,True
20000084,26,Male,Suburban,Prepaid,7,7.096758487230245,365.37108012208745,71.23577256863797,95,3,2.2,Cash,11.17,False
20000085,29,Male,Suburban,Prepaid,8,6.943073763056859,22.140253957801974,84.32556283736064,103,0,2.5,E-wallet,10.87,False
20000086,44,Non-binary,Rural,Prepaid,4,9.535278966932058,260.8602937706197,45.0745425859093,59,0,2.8,Cash,9.76,False
20000087,38,Male,Urban,Prepaid,6,8.80249038989125,512.0179479817331,74.10321071913364,54,1,3.9,Cash,11.61,False
20000088,29,Female,Urban,Prepaid,9,15.584168877649772,289.6954142950708,32.17398787880022,86,0,2.7,Cash,18.57,False
20000089,40,Male,Urban,Family Plan,45,10.932080848720231,400.61807372474937,132.1527476034638,12,1,5.0,E-wallet,47.93,False
20000090,35,Female,Urban,Prepaid,4,6.3418413054573595,236.25033695077337,17.498169195120568,64,2,4.5,E-wallet,7.77,False
20000091,44,Male,Suburban,Postpaid Basic,18,19.45220342577891,94.03763029163099,134.2118971783325,119,2,4.3,Bank Transfer,25.16,False
20000092,27,Non-binary,Suburban,Prepaid,9,10.246541657601114,275.3311871907779,51.395517883576346,6,2,3.4,E-wallet,11.23,False
20000093,31,Male,Suburban,Postpaid Basic,18,13.844198379844483,361.8094886065308,0.0,53,2,5.0,Cash,24.21,False
20000094,31,Male,Urban,Prepaid,7,6.958867462776204,168.86245610771127,104.72317401954405,16,0,3.3,E-wallet,10.2,False
20000095,20,Male,Urban,Family Plan,94,11.815578138722618,252.8577510286663,55.03605553579836,90,1,3.5,Bank Transfer,99.68,True
20000096,37,Male,Urban,Family Plan,98,11.555549955715977,112.10735160280348,84.04496393520952,5,0,3.7,E-wallet,105.2,False
20000097,37,Female,Urban,Prepaid,9,0.5517535395192361,523.8489835128191,98.95423674170374,73,2,4.2,Auto-debit,9.21,True
20000098,35,Male,Suburban,Family Plan,53,20.0763755523032,241.1088484823932,63.518222165801006,46,2,4.1,Auto-debit,60.81,True
20000099,32,Female,Urban,Student Plan,11,16.453222304612737,590.5511090252367,26.310366207487416,104,2,3.0,Cash,14.89,False
20000100,20,Male,Urban,Postpaid Premium,52,8.014023419270062,605.7495701081816,89.02853510677001,14,1,3.0,Auto-debit,56.91,False
20000101,30,Male,Urban,Postpaid Premium,56,4.488651297720723,283.79080705565127,50.03022029818382,44,3,4.1,Cash,58.43,False
20000102,31,Female,Suburban,Prepaid,6,11.73780806901776,98.31025349053007,77.43431274433675,63,2,4.2,Auto-debit,10.81,False
20000103,26,Female,Suburban,Postpaid Basic,12,10.433488497071982,0.0,0.0,106,2,3.1,Bank Transfer,18.5,False
20000104,33,Male,Urban,Prepaid,9,11.778344742816147,5.592585394641674,67.87926868039408,94,3,1.9,Bank Transfer,15.15,False
20000105,39,Male,Urban,Prepaid,3,10.957886980970448,25.233035020268005,24.456566994198795,52,2,3.3,Cash,8.28,False
20000106,53,Male,Urban,Student Plan,13,12.53120494652963,575.6939254923009,116.13238548714122,116,0,4.1,Cash,19.35,False
20000107,36,Female,Urban,Prepaid,4,17.236528496959032,323.1649174453892,74.92349391556381,26,1,5.0,E-wallet,14.03,False
20000108,37,Female,Suburban,Postpaid Premium,46,12.84051602564323,377.92090481839756,59.59430983397186,53,1,2.3,Auto-debit,53.65,False
20000109,34,Male,Suburban,Postpaid Premium,56,4.751722505450294,0.0,69.45239973400886,109,1,3.1,E-wallet,57.77,False
20000110,15,Female,Urban,Family Plan,44,16.81281426356226,60.40671415654768,10.062365884931268,29,0,3.1,E-wallet,48.78,False
20000111,34,Female,Urban,Student Plan,11,18.203072817441438,477.4159552892574,114.93026762112216,19,0,4.9,E-wallet,16.35,False
20000112,35,Female,Rural,Prepaid,7,25.760283672560426,357.35482247651726,129.6548167366762,47,0,3.5,Bank Transfer,22.03,False
20000113,59,Female,Urban,Prepaid,4,4.38252983380201,270.5589442628806,65.71654042192866,8,2,2.6,Cash,7.17,False
20000114,33,Male,Suburban,Prepaid,7,11.214410065751375,412.9684717200245,113.61614274294554,23,5,4.1,Cash,12.0,False
20000115,38,Male,Urban,Prepaid,5,0.0,627.1595612271631,27.234072053098647,117,2,3.1,Bank Transfer,5.0,True
20000116,34,Male,Urban,Prepaid,4,12.765745781896046,255.79150729258987,18.11545735100077,106,1,2.3,Bank Transfer,12.35,False
20000117,23,Male,Urban,Prepaid,5,7.258998509166137,313.8739605316139,51.63698994915691,35,2,2.6,Cash,10.08,False
20000118,46,Female,Urban,Postpaid Premium,39,19.617228974124764,338.51938374626104,67.39764153471594,95,1,5.0,Cash,53.29,False
20000119,42,Female,Rural,Postpaid Basic,16,6.12692514990709,778.4219270547985,34.24053275027518,53,3,3.9,Cash,19.46,False
20000120,42,Male,Urban,Prepaid,7,1.5540848101636922,0.0,71.51072761473935,99,0,3.6,Auto-debit,8.11,False
20000121,25,Male,Urban,Postpaid Basic,20,7.643681296487402,436.6446029577616,62.255579282936566,96,0,3.3,Cash,21.6,False
20000122,49,Male,Urban,Prepaid,9,0.12256114391431261,277.03955024818725,10.0677289883578,58,0,3.8,E-wallet,9.03,False
20000123,20,Female,Urban,Prepaid,5,13.75549727253655,413.3543452368359,70.75172069806885,5,1,3.8,E-wallet,8.52,False
20000124,40,Male,Urban,Postpaid Premium,43,0.0,168.5254892010551,84.54112970086085,16,2,3.8,E-wallet,43.0,False
20000125,56,Female,Urban,Postpaid Basic,19,10.142287905915794,290.20699382831,56.858772703615635,17,0,3.6,Cash,21.45,False
20000126,25,Male,Suburban,Postpaid Premium,52,0.0,442.282115893099,96.1059241304677,32,1,4.4,Bank Transfer,52.0,False
20000127,29,Male,Urban,Prepaid,7,8.398510977316791,922.5820402087681,1.3038482601219243,102,0,3.5,Cash,11.06,False
20000128,35,Prefer not to say,Urban,Postpaid Premium,39,18.21689077902267,461.6072378804143,68.71801688527407,96,0,2.5,Bank Transfer,46.04,True
20000129,29,Non-binary,Rural,Postpaid Basic,12,11.803239457178975,130.38688039389828,3.1887717441290064,52,2,2.9,Cash,20.52,True
20000130,19,Male,Urban,Postpaid Basic,15,5.68253197517533,215.24806359545934,5.436745670676501,20,1,1.5,E-wallet,16.72,False
20000131,35,Female,Rural,Postpaid Basic,21,9.84398255530458,209.3171783232292,24.7627666504884,112,2,5.0,E-wallet,25.05,False
20000132,24,Female,Urban,Family Plan,86,10.090084360222233,0.0,12.317592657030204,66,2,4.4,E-wallet,92.7,False
20000133,39,Female,Suburban,Postpaid Basic,15,12.363151729217028,233.98196165971254,28.08016725035449,84,1,2.7,Bank Transfer,17.7,True
20000134,25,Male,Suburban,Postpaid Basic,22,3.165708183595868,446.56581636434896,41.43398757155245,111,1,3.2,Bank Transfer,23.91,False
20000135,50,Female,Suburban,Student Plan,7,12.962836369236653,45.15357618464097,83.48617945325537,82,1,2.9,Auto-debit,15.94,False
20000136,27,Female,Rural,Postpaid Premium,27,0.0,509.69653021011845,37.153638451771904,1,1,5.0,Bank Transfer,27.0,False
20000137,31,Female,Urban,Prepaid,9,6.850577238180948,397.55496421686763,0.0,58,0,2.1,E-wallet,13.97,False
20000138,43,Male,Rural,Postpaid Premium,44,7.558630787742277,153.15333560579242,95.60271385980641,93,3,3.6,E-wallet,46.96,False
20000139,22,Male,Urban,Prepaid,9,13.166634130356192,271.69407253243054,16.516394655398415,93,0,3.4,Bank Transfer,16.27,False
20000140,37,Male,Urban,Prepaid,6,10.113154263384345,619.6643615282067,47.65118291581485,83,2,4.3,Bank Transfer,8.49,False
20000141,48,Female,Urban,Postpaid Basic,12,2.972184730718567,446.7095627011731,67.86146027762845,44,1,3.4,Bank Transfer,13.05,True
20000142,18,Male,Urban,Family Plan,60,5.075034370914924,301.75673097962954,57.984416736111314,104,5,1.7,Cash,61.3,True
20000143,36,Female,Urban,Family Plan,42,10.993400047737035,252.46333660780314,93.76718190085901,6,1,3.2,Cash,46.28,True
20000144,37,Non-binary,Urban,Prepaid,7,9.604663290677218,315.32181409033194,69.16012573571035,108,2,2.5,Cash,13.96,False
20000145,42,Male,Urban,Postpaid Basic,17,7.104379451821268,197.6472884115393,15.547616812115677,103,1,3.6,Cash,19.9,False
20000146,22,Female,Suburban,Prepaid,9,7.595831052440103,0.0,137.14248695966648,50,1,4.9,E-wallet,13.08,True
20000147,21,Male,Suburban,Student Plan,7,13.480839985796445,708.4355821069462,57.773338533529326,118,1,1.8,Auto-debit,13.2,False
20000148,40,Female,Urban,Student Plan,13,7.411537135653926,331.0649998398803,44.10639093513975,110,1,2.7,Bank Transfer,16.52,False
20000149,37,Male,Urban,Postpaid Basic,21,9.559543779854634,379.6294530245074,88.55701692222283,72,1,2.9,Auto-debit,28.47,False
20000150,37,Female,Urban,Postpaid Premium,38,20.849682940402715,288.41845002461827,59.97803783720289,88,0,3.1,Auto-debit,45.87,False
20000151,38,Female,Urban,Postpaid Premium,37,2.881586815580385,152.9766398550824,65.96912771757309,20,1,4.2,Auto-debit,38.66,False
20000152,28,Female,Urban,Postpaid Basic,14,0.7407863421267074,262.81510381024583,149.6873599440275,118,1,3.3,Auto-debit,14.33,False
20000153,37,Female,Urban,Prepaid,3,13.917948323993034,0.0,38.99514286979813,14,2,3.9,Bank Transfer,6.29,True
20000154,37,Female,Urban,Prepaid,9,6.606784693529484,755.4172996106608,37.28956423930417,5,0,2.9,Cash,12.26,False
20000155,27,Female,Rural,Postpaid Basic,24,8.408812361286898,53.09760031552079,54.663140480498555,41,2,3.7,E-wallet,29.79,False
20000156,53,Female,Urban,Postpaid Basic,16,6.094218109344429,93.60674323056409,92.86063742324154,40,2,4.3,E-wallet,17.58,False
20000157,39,Female,Urban,Prepaid,8,8.700999296162438,211.94815912271991,0.0,34,1,2.8,Auto-debit,10.1,False
20000158,23,Male,Urban,Family Plan,73,17.992690560481705,557.6151449704755,0.0,80,1,4.3,Auto-debit,78.26,False
20000159,41,Female,Urban,Prepaid,3,14.010642293090598,302.9017998525308,26.515389175194098,45,3,3.6,E-wallet,12.23,False
20000160,25,Female,Urban,Postpaid Basic,15,14.311117559434885,52.772840793907505,0.0,71,3,4.5,Bank Transfer,24.08,False
20000161,42,Female,Suburban,Postpaid Basic,17,2.9188647210367726,550.8676721514679,33.00674609897446,80,1,3.3,Cash,18.57,False
20000162,46,Male,Urban,Postpaid Basic,10,4.244231317235654,446.2001253570963,70.09998784517161,71,2,3.9,Cash,12.04,False
20000163,26,Female,Urban,Postpaid Basic,14,0.0,407.6869914432905,14.370045457909455,27,0,3.5,E-wallet,14.0,False
20000164,44,Male,Rural,Prepaid,6,5.95309589458623,443.1468482341681,0.0,78,3,3.4,E-wallet,9.93,False
20000165,39,Female,Suburban,Prepaid,3,14.783515931928292,778.8723801164901,52.77348646861392,78,1,3.8,Auto-debit,13.16,False
20000166,43,Male,Suburban,Postpaid Basic,19,12.584732578741855,737.0189790072225,84.50173938460681,44,2,4.0,E-wallet,27.66,False
20000167,53,Female,Urban,Postpaid Basic,20,8.89243368523938,162.65693139934095,0.0,33,0,2.3,Auto-debit,25.21,False
20000168,32,Prefer not to say,Suburban,Prepaid,8,9.888498581409735,624.7769985622305,82.80929593223937,33,1,4.9,E-wallet,12.7,False
20000169,27,Male,Urban,Postpaid Premium,32,6.555572287122972,376.6336379517801,82.69224814953304,44,1,1.6,Auto-debit,36.71,False
20000170,26,Non-binary,Urban,Prepaid,3,11.023794412008922,399.8191632275499,88.16340408626512,20,2,2.8,Cash,11.33,True
20000171,26,Male,Urban,Postpaid Basic,18,13.829391397403075,0.0,98.73920859486745,117,1,3.4,Auto-debit,20.96,True
20000172,34,Female,Urban,Postpaid Premium,36,1.9205660629476355,265.9228469223608,138.08055698638464,111,1,3.9,E-wallet,36.44,False
20000173,38,Female,Urban,Prepaid,3,11.498238439186741,137.43528193268702,35.75631805523779,36,3,5.0,Cash,11.91,False
20000174,37,Female,Urban,Prepaid,3,14.662174354773336,465.6117629786619,54.382863203114326,7,2,1.6,Cash,8.37,False
20000175,43,Female,Rural,Postpaid Premium,50,7.924498555183153,514.216100080561,33.34246267007898,32,1,3.0,Auto-debit,55.74,True
20000176,35,Female,Rural,Postpaid Basic,23,13.503503060602918,0.0,50.07907379023243,112,3,1.4,Cash,28.85,False
20000177,49,Male,Suburban,Postpaid Basic,23,24.073272222362764,295.5930271991459,111.31493422545248,67,2,3.5,Bank Transfer,29.53,False
20000178,32,Male,Urban,Postpaid Premium,47,9.47828603506554,524.3723009588505,0.0,39,0,3.8,Bank Transfer,49.35,False
20000179,62,Female,Suburban,Postpaid Premium,30,11.966535250026618,262.66420753731103,15.55801311337698,93,0,5.0,E-wallet,33.52,False
20000180,41,Female,Urban,Student Plan,9,6.309714581693042,445.81272900047287,105.08723746018245,24,1,3.6,Auto-debit,11.21,False
20000181,26,Female,Suburban,Postpaid Basic,20,10.906255813010253,370.2330935254168,90.80146027608359,86,1,4.5,Bank Transfer,25.38,False
20000182,24,Female,Urban,Prepaid,3,12.30135812491152,368.33204639052525,35.47473412731688,70,1,4.1,Bank Transfer,10.64,False
20000183,39,Male,Suburban,Prepaid,4,10.97421170135069,245.73700438634052,84.1760800448288,112,1,3.1,Auto-debit,12.69,False
20000184,32,Female,Urban,Prepaid,8,4.901523401455716,56.683839172858086,63.64863369968133,88,1,2.1,E-wallet,10.28,False
20000185,42,Male,Suburban,Postpaid Basic,22,11.031808856627254,75.6939705149945,110.01098436003952,104,1,3.8,Auto-debit,27.64,False
20000186,39,Female,Rural,Prepaid,5,17.310979693588184,441.87050289106344,52.9803837530709,87,3,2.0,Bank Transfer,13.88,True
20000187,34,Male,Urban,Family Plan,53,12.243178822572636,303.8916511037766,91.0252845549033,54,1,4.8,Bank Transfer,59.41,True
20000188,26,Male,Urban,Postpaid Basic,21,14.809935945359205,272.29755107855505,155.6804764197048,38,2,3.3,Bank Transfer,28.56,True
20000189,19,Male,Rural,Postpaid Basic,11,8.814940149936861,215.22199153552947,73.92396620189865,74,0,4.7,E-wallet,12.81,False
20000190,30,Male,Urban,Prepaid,5,13.749501197118553,238.96223090384964,51.97312663179375,80,0,3.0,Cash,7.76,False
20000191,43,Female,Suburban,Prepaid,6,11.39633919108263,509.3823588976279,78.89787940883917,75,0,3.8,Bank Transfer,8.95,False
20000192,37,Male,Urban,Prepaid,9,5.24544635156384,232.95118362639465,35.3887656718446,32,3,3.7,Cash,10.37,True
20000193,22,Male,Urban,Prepaid,3,11.592605023994372,31.78705733968627,145.51870822098928,45,2,3.5,Bank Transfer,10.22,False
20000194,36,Male,Urban,Prepaid,6,5.041516682798448,448.73035510803464,57.20284150783926,61,1,3.1,Auto-debit,7.63,False
20000195,38,Male,Urban,Postpaid Basic,12,6.83559862557604,259.02466722705657,39.082667190979485,70,0,3.9,Cash,17.04,False
20000196,26,Male,Suburban,Family Plan,95,10.94664153646187,306.2791731065553,16.572439799198555,88,0,2.6,E-wallet,103.29,True
20000197,36,Male,Urban,Family Plan,66,11.48622136690062,621.5156612799021,93.88880766425754,97,2,2.3,Auto-debit,75.02,False
20000198,35,Female,Urban,Postpaid Basic,24,4.053837674614354,295.8878885298986,84.68749651310955,53,2,4.7,Bank Transfer,27.09,False
20000199,23,Female,Urban,Prepaid,3,15.269928855914381,357.8367346237451,30.10582514343627,51,0,4.2,E-wallet,8.55,False
20000200,38,Female,Urban,Family Plan,79,12.860031391502364,64.21530174033495,73.0580538048969,76,2,3.6,Auto-debit,85.51,False
20000201,40,Male,Suburban,Family Plan,71,6.476357821945581,256.066109529808,0.0,56,2,5.0,Auto-debit,72.98,True
20000202,45,Male,Rural,Prepaid,6,2.312076017754123,421.90520904172024,57.39882300292625,27,1,3.2,Bank Transfer,7.58,False
20000203,45,Female,Urban,Postpaid Premium,52,9.275477104592843,0.0,68.11025408306779,38,1,4.8,Cash,58.8,False
20000204,21,Female,Suburban,Prepaid,3,7.770281430694199,340.16901862314194,118.29319238236891,62,2,3.7,Cash,8.52,False
20000205,25,Male,Suburban,Postpaid Premium,28,10.565702285265115,320.15821452896125,19.167247890852423,18,3,2.5,E-wallet,32.86,False
20000206,40,Male,Urban,Student Plan,13,8.184416694222168,308.25749111748786,0.0,109,3,5.0,E-wallet,18.36,False
20000207,40,Male,Rural,Prepaid,4,0.0,507.43177973164865,14.182881562998332,103,2,4.5,E-wallet,4.0,False
20000208,40,Male,Urban,Family Plan,87,8.058265308494208,366.88770296970426,0.0,64,2,3.4,Bank Transfer,88.81,False
